cps19_gender,cps19_province,cps19_education,cps19_yob,cps19_votechoice,cps19_interest_elxn_1,cps19_v_likely
A woman,Quebec,Completed secondary/ high school,1981,Conservative Party,6,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1974,Conservative Party,6,Certain to vote
A woman,New Brunswick,"Completed technical, community college, CEGEP, College Classique",1969,Liberal Party,9,Certain to vote
A man,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",1948,Liberal Party,6,Likely to vote
A man,Quebec,Master's degree,1974,Green Party,9,Certain to vote
A woman,Quebec,Master's degree,1949,Green Party,9,Certain to vote
A man,Ontario,Bachelor's degree,1970,Liberal Party,9,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1983,NA,7,donot know
A man,Ontario,Some university,1970,Green Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1965,Conservative Party,7,Certain to vote
A woman,Quebec,Completed secondary/ high school,1968,Conservative Party,5,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1958,Liberal Party,10,Certain to vote
A man,Ontario,Bachelor's degree,1963,Conservative Party,10,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1966,Don't know/ Prefer not to answer,7,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1968,Don't know/ Prefer not to answer,8,Likely to vote
A woman,Ontario,Some university,1963,Another party (please specify),3,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1955,Liberal Party,6,Certain to vote
A woman,Ontario,Some university,1972,Don't know/ Prefer not to answer,0,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1975,Liberal Party,8,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1967,Conservative Party,10,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1954,ndp,9,Certain to vote
A woman,British Columbia,Some secondary/ high school,1974,NA,1,Unlikely to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,"Completed technical, community college, CEGEP, College Classique",1971,Liberal Party,8,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1962,Conservative Party,10,Certain to vote
A man,Quebec,Master's degree,1966,Liberal Party,7,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1972,ndp,6,Certain to vote
A woman,Ontario,Completed secondary/ high school,1937,Conservative Party,10,Certain to vote
A woman,Ontario,Bachelor's degree,1965,ndp,8,Certain to vote
A woman,Newfoundland and Labrador,Master's degree,1969,Liberal Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1967,Don't know/ Prefer not to answer,9,Certain to vote
A man,Prince Edward Island,Completed secondary/ high school,1963,NA,2,Unlikely to vote
A woman,Quebec,Some secondary/ high school,1980,NA,5,Unlikely to vote
A woman,Quebec,Some university,1998,Don't know/ Prefer not to answer,7,Likely to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1949,ndp,7,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1961,Liberal Party,8,Certain to vote
A man,Ontario,Master's degree,1959,Green Party,9,Certain to vote
A man,Nova Scotia,Master's degree,1994,Liberal Party,9,Certain to vote
A man,Quebec,Bachelor's degree,1961,Don't know/ Prefer not to answer,5,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1958,Conservative Party,7,Certain to vote
A man,Quebec,Bachelor's degree,1947,Green Party,7,Certain to vote
A man,Quebec,Some university,1980,Conservative Party,10,Certain to vote
A woman,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",1967,NA,NA,donot know
A woman,Ontario,Master's degree,1963,Liberal Party,7,Certain to vote
A woman,Newfoundland and Labrador,Some university,1954,NA,6,donot know
A man,Ontario,Completed secondary/ high school,1965,Don't know/ Prefer not to answer,4,Certain to vote
A woman,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",1971,Don't know/ Prefer not to answer,2,Likely to vote
A woman,Ontario,Bachelor's degree,1983,Green Party,5,Likely to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1948,Conservative Party,6,Certain to vote
A woman,Nova Scotia,Completed secondary/ high school,1947,NA,0,Unlikely to vote
A woman,Quebec,Completed secondary/ high school,1970,Green Party,10,Certain to vote
A man,Quebec,Professional degree or doctorate,1967,Conservative Party,6,Likely to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1960,Green Party,9,Certain to vote
A man,Manitoba,Bachelor's degree,1988,Conservative Party,7,Certain to vote
A woman,Quebec,Bachelor's degree,1977,People's Party,7,Certain to vote
A woman,Ontario,Completed secondary/ high school,1943,Conservative Party,NA,Likely to vote
A man,Ontario,Master's degree,1970,Conservative Party,6,Certain to vote
A woman,Ontario,Bachelor's degree,1971,Liberal Party,7,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1947,Conservative Party,10,Certain to vote
A woman,Ontario,Master's degree,1946,ndp,10,Certain to vote
A man,Ontario,Completed elementary school,1990,ndp,8,Certain to vote
A woman,Ontario,Bachelor's degree,1959,Liberal Party,9,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1944,Don't know/ Prefer not to answer,8,Likely to vote
A man,Ontario,Master's degree,1987,Green Party,9,Certain to vote
A man,Ontario,Bachelor's degree,1957,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Ontario,Completed secondary/ high school,2000,Liberal Party,8,Certain to vote
A man,Ontario,Master's degree,1981,Don't know/ Prefer not to answer,7,Certain to vote
A man,Quebec,Bachelor's degree,1958,Bloc Québécois,7,Certain to vote
A woman,Ontario,Some university,1957,Conservative Party,8,Certain to vote
A man,Ontario,Bachelor's degree,1975,Don't know/ Prefer not to answer,5,Likely to vote
A woman,British Columbia,Completed secondary/ high school,1985,ndp,7,Certain to vote
A man,Quebec,Bachelor's degree,1995,Liberal Party,7,Certain to vote
A man,Nova Scotia,Some secondary/ high school,1957,Don't know/ Prefer not to answer,NA,Likely to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1988,Green Party,8,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1985,Liberal Party,8,Likely to vote
A man,Ontario,Bachelor's degree,1971,Liberal Party,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1955,ndp,9,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1987,Liberal Party,10,Certain to vote
A woman,Quebec,Master's degree,1988,Don't know/ Prefer not to answer,3,Likely to vote
A man,Quebec,Completed secondary/ high school,1955,Conservative Party,7,Certain to vote
A man,Ontario,Bachelor's degree,1943,Liberal Party,9,Certain to vote
A woman,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",1944,Liberal Party,3,Certain to vote
A woman,Ontario,Some university,1951,Liberal Party,7,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1962,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1972,Liberal Party,10,Certain to vote
A woman,Ontario,Some university,1988,Liberal Party,8,Likely to vote
A woman,Ontario,Completed secondary/ high school,2001,NA,NA,Others
A man,Nova Scotia,Bachelor's degree,1950,Liberal Party,10,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1991,ndp,4,Likely to vote
A man,Ontario,Some secondary/ high school,1980,Green Party,8,Certain to vote
A man,Ontario,Completed secondary/ high school,1958,Conservative Party,9,Certain to vote
A woman,Quebec,Professional degree or doctorate,1974,Conservative Party,7,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1938,Liberal Party,10,Certain to vote
A woman,Manitoba,"Completed technical, community college, CEGEP, College Classique",1988,Don't know/ Prefer not to answer,7,Certain to vote
A woman,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",1951,Conservative Party,8,Certain to vote
A woman,Quebec,Some university,1960,Liberal Party,NA,Certain to vote
A woman,Ontario,Bachelor's degree,1983,Don't know/ Prefer not to answer,6,Certain to vote
A woman,Ontario,Bachelor's degree,1960,Don't know/ Prefer not to answer,5,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1950,Conservative Party,8,Certain to vote
A man,Ontario,Completed secondary/ high school,1955,Conservative Party,4,Certain to vote
A woman,Ontario,Bachelor's degree,1965,ndp,7,Certain to vote
A man,Ontario,Master's degree,1985,ndp,9,Certain to vote
A woman,Ontario,Bachelor's degree,1968,Don't know/ Prefer not to answer,10,Certain to vote
A woman,Ontario,Bachelor's degree,1949,Liberal Party,7,Certain to vote
A woman,Ontario,Some university,1998,NA,6,Unlikely to vote
A man,Ontario,Completed secondary/ high school,1984,Conservative Party,7,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1948,Liberal Party,8,Certain to vote
A woman,Nova Scotia,"Completed technical, community college, CEGEP, College Classique",1956,NA,0,Certain not to vote
A man,Quebec,Completed secondary/ high school,1980,Liberal Party,6,Likely to vote
A woman,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",1971,Conservative Party,NA,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1980,Liberal Party,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1980,Liberal Party,5,Likely to vote
A man,Quebec,Bachelor's degree,1968,Conservative Party,8,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1990,NA,4,Certain not to vote
A woman,Ontario,Bachelor's degree,1955,Liberal Party,10,Certain to vote
A woman,Ontario,Bachelor's degree,1963,Conservative Party,9,Certain to vote
A man,Quebec,Bachelor's degree,1956,Bloc Québécois,10,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1947,Liberal Party,9,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",2001,NA,NA,donot know
A woman,Nova Scotia,Some university,1937,Liberal Party,7,Certain to vote
A woman,Quebec,Completed secondary/ high school,1970,Liberal Party,6,Likely to vote
A man,Ontario,Bachelor's degree,1984,ndp,9,Certain to vote
A woman,Ontario,Some university,1969,Liberal Party,5,Likely to vote
A man,Ontario,Some secondary/ high school,1953,Liberal Party,8,Likely to vote
A man,Quebec,Completed secondary/ high school,1976,ndp,2,Likely to vote
A woman,Nova Scotia,"Completed technical, community college, CEGEP, College Classique",1987,Green Party,2,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1950,Conservative Party,10,Certain to vote
A woman,Newfoundland and Labrador,Bachelor's degree,1952,ndp,3,Likely to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1971,Don't know/ Prefer not to answer,7,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1963,Liberal Party,9,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1966,Don't know/ Prefer not to answer,8,Certain to vote
A woman,Ontario,Bachelor's degree,1986,NA,7,Unlikely to vote
A woman,Quebec,Completed secondary/ high school,1963,NA,2,Certain not to vote
A man,Quebec,Bachelor's degree,1958,Liberal Party,8,Certain to vote
A woman,Ontario,Master's degree,1989,ndp,8,Certain to vote
A man,British Columbia,Master's degree,1972,Liberal Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1975,Liberal Party,3,Certain to vote
A man,Quebec,Master's degree,1974,Conservative Party,8,Certain to vote
A man,Ontario,Bachelor's degree,1979,Liberal Party,9,Certain to vote
A man,Quebec,Bachelor's degree,1973,Liberal Party,9,Certain to vote
A man,Ontario,Completed secondary/ high school,1974,NA,1,donot know
A man,Quebec,Completed secondary/ high school,1978,ndp,7,Certain to vote
A man,Ontario,Completed secondary/ high school,1962,Conservative Party,7,Certain to vote
A man,Ontario,Professional degree or doctorate,1986,Liberal Party,10,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1952,Conservative Party,6,Certain to vote
A woman,Quebec,Bachelor's degree,1964,Liberal Party,7,Certain to vote
A man,Ontario,Bachelor's degree,1944,Liberal Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1964,Liberal Party,8,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",2000,Liberal Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1952,Conservative Party,7,Certain to vote
A woman,Quebec,Completed secondary/ high school,1951,Liberal Party,9,Certain to vote
A man,Alberta,Completed secondary/ high school,1951,Conservative Party,5,Likely to vote
A man,Ontario,Bachelor's degree,1979,ndp,8,Certain to vote
A man,Quebec,Completed secondary/ high school,1955,NA,4,Unlikely to vote
A woman,Ontario,Bachelor's degree,1984,Liberal Party,4,Likely to vote
A man,Ontario,Bachelor's degree,1958,Liberal Party,10,Certain to vote
A woman,Ontario,Completed secondary/ high school,1962,Liberal Party,8,Certain to vote
A man,Northwest Territories,Professional degree or doctorate,1974,Liberal Party,8,Certain to vote
